slug,titulo,ano,tipo,qualidade,generos,download,meta_chars,title_chars
assimilados-os-novos-invasores-de-corpos,Assimilados – Os Novos Invasores de Corpos,2019,Filme,1080p,3,True,138,85
asterix-e-obelix-o-combate-dos-chefes-1a-temporada,Asterix e Obelix: O Combate dos Chefes 1ª Temporada,2025,Série,1080p,0,True,147,94
astronauta-1a-temporada,Astronauta 1ª Temporada,2024,Série,1080p,0,True,119,66
ataque-13,Ataque 13,2025,Filme,1080p,2,True,105,52
ataque-terrorista,Ataque Terrorista,2021,Filme,1080p,2,True,113,60
ataque-a-cabana,Ataque à Cabana,2021,Filme,1080p,3,True,111,58
atentado-em-oklahoma-terror-nos-eua,Atentado em Oklahoma: Terror nos EUA,2025,Filme,1080p,2,True,132,79
athena,Athena,2022,Filme,1080p,4,True,102,49
atirador,Atirador,2007,Filme,1080p,3,True,104,51
atirador-implacavel,Atirador Implacável,2024,Filme,1080p,3,True,115,62
atlas,Atlas,2024,Filme,1080p,3,True,101,48
atlas-king,Atlas King,2026,Filme,1080p,1,True,106,53
atleta-de-69-anos,Atleta de 69 Anos,2024,Filme,1080p,2,True,113,60
atomic-1a-temporada,Atomic 1ª Temporada,2025,Série,1080p,1,True,115,62
atraves-da-minha-janela,Através da Minha Janela,2022,Filme,1080p,2,True,119,66
atraves-da-minha-janela-3-olhos-nos-olhos,Através da Minha Janela 3: Olhos nos Olhos,2024,Filme,1080p,2,True,138,85
atraves-da-minha-janela-alem-mar,Através da Minha Janela: Além-mar,2023,Filme,1080p,2,True,129,76
atraves-das-sombras,Através das Sombras,2024,Filme,1080p,3,True,115,62
atracao-perigosa,Atração Perigosa,2010,Filme,1080p,3,True,112,59
atraida-pelo-perigo,Atraída Pelo Perigo,1990,Filme,1080p,3,True,115,62
atrevida-a-paixao-nao-tem-regras,Atrevida: A Paixão Não Tem Regras,2023,Filme,1080p,1,True,129,76
attack-on-titan-o-ultimo-ataque,Attack on Titan: O ÚLTIMO ATAQUE,2024,Filme,1080p,5,True,128,75
ate-que-a-vida-nos-separe,Até Que a Vida Nos Separe,2023,Filme,1080p,2,True,121,68
ate-a-ultima-gota,Até a Última Gota,2025,Filme,1080p,2,True,113,60
ate-o-limite-da-honra,Até o Limite da Honra,1997,Filme,1080p,3,True,117,64
ate-o-ultimo-obstaculo,Até o Último Obstáculo,2023,Filme,1080p,2,True,118,65
ate-o-ultimo-samurai-1a-temporada,Até o Último Samurai 1ª Temporada,2025,Série,1080p,0,True,129,76
ate-que-a-morte-nos-separe,Até que a Morte Nos Separe,2023,Filme,1080p,3,True,122,69
audrey,Audrey,2024,Filme,1080p,2,True,102,49
aumenta-que-e-rocknroll,Aumenta que é Rock’n’Roll,2024,Filme,1080p,2,True,121,68
autoconfianca,Autoconfiança,2023,Filme,1080p,1,True,109,56
avalanche-do-amor,Avalanche do Amor,2022,Filme,1080p,2,True,113,60
avante-nos-bastidores-de-deadpool-wolverine,Avante: Nos Bastidores de Deadpool & Wolverine,2024,Filme,1080p,1,True,142,89
avassaladoras-2-0,Avassaladoras 2.0,2024,Filme,1080p,1,True,113,60
avenida-beira-mar,Avenida Beira-Mar,2024,Filme,1080p,1,True,113,60
avicii-meu-ultimo-show,Avicii: Meu Último Show,2024,Filme,1080p,1,True,119,66
azrael,Azrael,2024,Filme,1080p,2,True,102,49
b-side-for-taylor,B-Side: For Taylor,2024,Filme,1080p,1,True,114,61
b-o,B.O.,2019,Filme,1080p,1,True,100,47
beastars-o-lobo-bom-1a-temporada,BEASTARS - O Lobo Bom 1ª Temporada,2019,Série,1080p,0,True,130,77
beastars-o-lobo-bom-2a-temporada,BEASTARS - O Lobo Bom 2ª Temporada,2021,Série,1080p,0,True,130,77
beastars-o-lobo-bom-3a-temporada,BEASTARS - O Lobo Bom 3ª Temporada,2026,Série,1080p,0,True,130,77
bts-o-reencontro,BTS: O Reencontro,2026,Filme,1080p,2,True,113,60
baahubali-2-a-conclusao,Baahubali 2: A Conclusão,2017,Filme,1080p,3,True,120,67
baahubali-o-inicio,Baahubali: O Início,2015,Filme,1080p,2,True,115,62
baby,Baby,2025,Filme,1080p,2,True,100,47
baby-blue-assassino-em-serie,Baby Blue - Assassino em Série,2023,Filme,1080p,2,True,126,73
babygirl,Babygirl,2024,Filme,1080p,3,True,104,51
bad-boys-para-sempre,Bad Boys Para Sempre,2020,Filme,1080p,4,True,116,63
bad-boys-colecao,Bad Boys – Coleção,2024,Filme,1080p,1,True,114,61
bad-boys-ate-o-fim,Bad Boys: Até o Fim,2024,Filme,1080p,3,True,115,62
bad-candy,Bad Candy,2021,Filme,1080p,1,True,105,52
bad-monkey-1a-temporada,Bad Monkey 1ª Temporada,2024,Série,1080p,0,True,119,66
badh,Badh,2025,Filme,1080p,2,True,100,47
bagagem-de-risco,Bagagem de Risco,2024,Filme,1080p,3,True,112,59
baila-vini,"Baila, Vini",2025,Filme,1080p,2,True,107,54
bailarina-do-universo-de-john-wick,Bailarina - Do Universo de John Wick,2025,Filme,1080p,3,True,132,79
baki-hanma-x-kengan-ashura,Baki Hanma x Kengan Ashura,2024,Filme,1080p,2,True,122,69
baki-o-campeao,Baki - O Campeão,2020,Série,1080p,0,True,112,59
bala-perdida-3,Bala Perdida 3,2025,Filme,1080p,3,True,110,57
balada-de-um-jogador,Balada de um Jogador,2025,Filme,1080p,4,True,116,63
balestra,Balestra,2024,Filme,1080p,4,True,104,51
bandida-a-numero-um,Bandida: A Número Um,2024,Filme,1080p,2,True,116,63
bandido-o-rei-da-musica,Bandido: O Rei da Música,2021,Filme,1080p,2,True,120,67
bang-bang,Bang Bang,2025,Filme,1080p,1,True,105,52
banshee-1a-temporada,Banshee 1ª Temporada,2013,Série,1080p,0,True,116,63
banshee-2a-temporada,Banshee 2ª Temporada,2014,Série,1080p,0,True,116,63
banshee-3a-temporada,Banshee 3ª Temporada,2015,Série,1080p,0,True,116,63
banshee-4a-temporada,Banshee 4ª Temporada,2016,Série,1080p,0,True,116,63
baramulla,Baramulla,2025,Filme,1080p,1,True,105,52
barbie-e-teresa-receita-para-amizade,Barbie e Teresa: Receita Para Amizade,2025,Filme,1080p,1,True,133,80
bark-2,Bark,2024,Filme,1080p,1,True,100,47
barron-s-cove,Barron's Cove,2025,Filme,1080p,3,True,109,56
bat-familia-1a-temporada,Bat-Família 1ª Temporada,2025,Série,1080p,0,True,120,67
bata-antes-de-entrar,Bata Antes de Entrar,2015,Filme,1080p,2,True,116,63
batalha-aerea,Batalha Aérea,2023,Filme,1080p,1,True,109,56
batalha-dos-zumbis,Batalha dos Zumbis,2019,Filme,1080p,3,True,114,61
batalhao-6888,Batalhão 6888,2024,Filme,1080p,2,True,109,56
batman-azteca-choque-de-imperios,Batman Azteca: Choque de Impérios,2025,Filme,1080p,4,True,129,76
batman-ninja,Batman Ninja,2018,Filme,1080p,3,True,108,55
batman-ninja-vs-liga-da-yakuza,Batman Ninja vs. Liga da Yakuza,2025,Filme,1080p,2,True,127,74
batman-cruzado-encapuzado-1a-temporada,Batman: Cruzado Encapuzado 1ª Temporada,2024,Série,1080p,0,True,135,82
batman-silencio,Batman: Silêncio,2019,Filme,1080p,4,True,112,59
bau-um-artista-na-guerra,"Bau, Um Artista Na Guerra",2025,Filme,1080p,3,True,121,68
beanie,Beanie,2022,Filme,1080p,1,True,102,49
beating-hearts,Beating Hearts,2024,Filme,1080p,4,True,110,57
bebe-rena-1a-temporada,Bebê Rena 1ª Temporada,2024,Série,1080p,0,True,118,65
becoming-led-zeppelin,Becoming Led Zeppelin,2025,Filme,1080p,2,True,117,64
beekeeper-rede-de-vinganca,Beekeeper – Rede de Vingança,2024,Filme,1080p,3,True,124,71
beezel-a-devoradora-de-almas,Beezel - A Devoradora de Almas,2024,Filme,1080p,2,True,126,73
bel-air-1a-temporada,Bel-Air 1ª Temporada,2022,Série,1080p,0,True,116,63
bel-air-2a-temporada,Bel-Air 2ª Temporada,2023,Série,1080p,0,True,116,63
bel-air-3a-temporada,Bel-Air 3ª Temporada,2024,Série,1080p,0,True,116,63
bel-air-4a-temporada,Bel-Air 4ª Temporada,2025,Série,1080p,0,True,116,63
bela,Bela,2023,Filme,1080p,3,True,100,47
bela-maldicao,Bela Maldição,2021,Filme,1080p,2,True,109,56
beleza-avassaladora,Beleza Avassaladora,2021,Filme,1080p,3,True,115,62
beleza-avassaladora-2,Beleza Avassaladora 2,2024,Filme,1080p,2,True,117,64
beleza-fatal-1a-temporada,Beleza Fatal 1ª Temporada,2025,Série,1080p,1,True,121,68
belo-desastre-o-casamento,Belo Desastre: O Casamento,2024,Filme,1080p,3,True,122,69
belen,Belén,2025,Filme,1080p,1,True,101,48
bem-vindo-ao-crime,Bem-Vindo ao Crime,2020,Filme,1080p,3,True,114,61
bem-vindo-ao-circulo,Bem-Vindo ao Círculo,2020,Filme,1080p,1,True,116,63
bem-vindo-a-selva,Bem-vindo à Selva,2003,Filme,1080p,4,True,113,60
bem-vindo-a-tarzana,Bem-vindo à Tarzana,2021,Filme,1080p,1,True,115,62
besouro-azul,Besouro Azul,2023,Filme,1080p,4,True,108,55
better-call-saul-1a-temporada,Better Call Saul 1ª Temporada,2015,Série,1080p,0,True,125,72
better-call-saul-2a-temporada,Better Call Saul 2ª Temporada,2016,Série,1080p,0,True,125,72
better-call-saul-3a-temporada,Better Call Saul 3ª Temporada,2017,Série,1080p,0,True,125,72
better-call-saul-4a-temporada,Better Call Saul 4ª Temporada,2018,Série,1080p,0,True,125,72
better-call-saul-5a-temporada,Better Call Saul 5ª Temporada,2020,Série,1080p,0,True,125,72
better-call-saul-6a-temporada,Better Call Saul 6ª Temporada,2022,Série,1080p,0,True,125,72
better-man-a-historia-de-robbie-williams,Better Man - A História de Robbie Williams,2024,Filme,1080p,3,True,138,85
between-two-ferns-o-filme,Between Two Ferns: O Filme,2019,Filme,1080p,1,True,122,69
betania,Betânia,2025,Filme,1080p,1,True,103,50
beyblade-x-1a-temporada,Beyblade X 1ª Temporada,2025,Série,1080p,0,True,119,66
bibi,Bibi,2023,Filme,1080p,3,True,100,47
big-shot-treinador-de-elite-1a-temporada,Big Shot: Treinador de Elite 1ª Temporada,2021,Série,1080p,0,True,137,84
billy-boy,Billy Boy,2018,Filme,1080p,4,True,105,52
billy-the-kid-1a-temporada,Billy the Kid 1ª Temporada,2022,Série,1080p,0,True,122,69
billy-the-kid-2a-temporada,Billy the Kid 2ª Temporada,2023,Série,1080p,0,True,122,69
billy-the-kid-3a-temporada,Billy the Kid 3ª Temporada,2025,Série,1080p,0,True,122,69
biosfera,Biosfera,2023,Filme,1080p,3,True,104,51
bionicos,Biônicos,2024,Filme,1080p,3,True,104,51
black-clover-a-espada-do-rei-mago,Black Clover: A Espada do Rei Mago,2023,Filme,1080p,4,True,130,77
black-doves-1a-temporada,Black Doves 1ª Temporada,2024,Série,1080p,0,True,120,67
black-heat,Black Heat,2025,Filme,1080p,3,True,106,53
black-mirror-1a-temporada,Black Mirror 1ª Temporada,2011,Série,1080p,0,True,121,68
black-mirror-2a-temporada,Black Mirror 2ª Temporada,2013,Série,1080p,0,True,121,68
black-mirror-3a-temporada,Black Mirror 3ª Temporada,2016,Série,1080p,0,True,121,68
black-mirror-4a-temporada,Black Mirror 4ª Temporada,2017,Série,1080p,0,True,121,68
black-mirror-5a-temporada,Black Mirror 5ª Temporada,2019,Série,1080p,0,True,121,68
black-mirror-6a-temporada,Black Mirror 6ª Temporada,2023,Série,1080p,0,True,121,68
black-mirror-7a-temporada,Black Mirror 7ª Temporada,2025,Série,1080p,0,True,121,68
blade-runner-2049,Blade Runner 2049,2017,Filme,1080p,2,True,113,60
blade-runner-black-lotus-1a-temporada,Blade Runner: Black Lotus 1ª Temporada,2021,Série,1080p,0,True,134,81
blade-runner-o-cacador-de-androides,Blade Runner: O Caçador de Andróides,1982,Filme,1080p,4,True,132,79
blindado,Blindado,2024,Filme,1080p,4,True,104,51
blink,Blink,2024,Filme,1080p,1,True,101,48
blitz,Blitz,2024,Filme,1080p,2,True,101,48
bloat,Bloat,2025,Filme,1080p,1,True,101,48
blood-brothers-bara-naga,Blood Brothers: Bara Naga,2025,Filme,1080p,4,True,121,68
bloodshot,Bloodshot,2020,Filme,1080p,3,True,105,52
blue-box-1a-temporada,Blue Box 1ª Temporada,2025,Série,1080p,0,True,117,64
blue-lock-1a-temporada,Blue Lock 1ª Temporada,2022,Série,1080p,0,True,118,65
blue-moon,Blue Moon,2025,Filme,1080p,4,True,105,52
boa-menina,Boa Menina,2024,Filme,1080p,1,True,106,53
bob-burnquist-a-lenda-do-skate-1a-temporada,Bob Burnquist: A Lenda do Skate 1ª Temporada,2025,Série,1080p,0,True,140,87
bob-esponja-acampamento-do-terror,Bob Esponja: Acampamento do Terror,2024,Filme,1080p,1,True,130,77
bob-esponja-em-busca-da-calca-quadrada,Bob Esponja: Em Busca da Calça Quadrada,2025,Filme,1080p,4,True,135,82
bob-marley-one-love,Bob Marley: One Love,2024,Filme,1080p,2,True,116,63
boca-de-fumo,Boca de Fumo,2025,Filme,1080p,3,True,108,55
bogota-a-cidade-dos-sonhos-perdidos,Bogotá: A Cidade dos Sonhos Perdidos,2024,Filme,1080p,3,True,132,79
bohemian-rhapsody,Bohemian Rhapsody,2018,Filme,1080p,4,True,113,60
boliche-do-terror,Boliche do Terror,2024,Filme,1080p,3,True,113,60
bom-dia-sem-companhia,Bom Dia Sem Companhia,2023,Filme,1080p,3,True,117,64
bom-menino,Bom Menino,2025,Filme,1080p,2,True,106,53
bone-lake-jogo-de-mentiras,Bone Lake: Jogo de mentiras,2025,Filme,1080p,3,True,123,70
bono-historias-de-surrender,"Bono: Histórias de ""Surrender",2025,Filme,1080p,2,True,125,72
borboletas-em-chamas,Borboletas em Chamas,2024,Filme,1080p,3,True,116,63
borbulhas-de-amor,Borbulhas de Amor,2025,Filme,1080p,2,True,113,60
borderlands-o-destino-do-universo-esta-em-jogo,Borderlands: O Destino do Universo Está em Jogo,2024,Filme,1080p,3,True,143,90
borderline-relacao-obsessiva,Borderline - Relação Obsessiva,2023,Filme,1080p,2,True,126,73
bosch-o-legado-1a-temporada,Bosch: O Legado 1ª Temporada,2022,Série,1080p,1,True,124,71
bosch-o-legado-2a-temporada,Bosch: O Legado 2ª Temporada,2023,Série,1080p,0,True,124,71
bosch-o-legado-3a-temporada,Bosch: O Legado 3ª Temporada,2025,Série,1080p,0,True,124,71
boxer,Boxer,2024,Filme,1080p,1,True,101,48
bozzo-in-the-woods,Bozzo in the woods,2025,Filme,1080p,3,True,114,61
branca-de-neve,Branca de Neve,2025,Filme,1080p,2,True,110,57
brasiliana-o-musical-negro-que-apresentou-o-brasil-ao-mundo,Brasiliana: O Musical Negro Que Apresentou o Brasil ao Mundo,2024,Filme,1080p,2,True,156,103
bravura-indomita,Bravura Indômita,2010,Filme,1080p,3,True,112,59
breaking-bad-a-quimica-do-mal-1a-temporada,Breaking Bad: A Química do Mal 1ª Temporada,2008,Série,1080p,0,True,139,86
breaking-bad-a-quimica-do-mal-2a-temporada,Breaking Bad: A Química do Mal 2ª Temporada,2009,Série,1080p,0,True,139,86
breaking-bad-a-quimica-do-mal-3a-temporada,Breaking Bad: A Química do Mal 3ª Temporada,2010,Série,1080p,0,True,139,86
breaking-bad-a-quimica-do-mal-4a-temporada,Breaking Bad: A Química do Mal 4ª Temporada,2011,Série,1080p,0,True,139,86
breaking-bad-a-quimica-do-mal-5a-temporada,Breaking Bad: A Química do Mal 5ª Temporada,2012,Série,1080p,0,True,139,86
brick,Brick,2025,Filme,1080p,2,True,101,48
bridgerton-1a-temporada,Bridgerton 1ª Temporada,2020,Série,1080p,0,True,119,66
bridgerton-2a-temporada,Bridgerton 2ª Temporada,2022,Série,1080p,0,True,119,66
bridgerton-3a-temporada,Bridgerton 3ª Temporada,2024,Série,1080p,0,True,119,66
bridgerton-4a-temporada,Bridgerton 4ª Temporada,2026,Série,1080p,0,True,119,66
bridget-jones-louca-pelo-garoto,Bridget Jones: Louca Pelo Garoto,2025,Filme,1080p,3,True,128,75
brilliant-minds-1a-temporada,Brilliant Minds 1ª Temporada,2024,Série,1080p,0,True,124,71
buba,Buba,2022,Filme,1080p,2,True,100,47
bugonia,Bugonia,2025,Filme,1080p,3,True,103,50
bullet-bullet-1a-temporada,Bullet Bullet 1ª Temporada,2025,Série,1080p,0,True,122,69
bunker,Bunker,2023,Filme,1080p,3,True,102,49
by-design,By Design,2026,Filme,1080p,3,True,105,52
c-i-c-central-de-inteligencia-cearense,C.I.C. - Central de Inteligência Cearense,2025,Filme,1080p,1,True,137,84
ctrl,CTRL,2024,Filme,1080p,1,True,100,47
cabana-da-morte,Cabana da Morte,2017,Filme,1080p,2,True,111,58
cabras-da-morte,Cabras da Morte,2023,Filme,1080p,1,True,111,58
cabrini,Cabrini,2024,Filme,1080p,2,True,103,50
cabrito,Cabrito,2020,Filme,1080p,2,True,103,50
cachinhos-dourados-e-os-tres-ursos-morte-e-mingau,Cachinhos Dourados e os Três Ursos: Morte e Mingau,2024,Filme,1080p,2,True,146,93
o-corpo-da-outra,O Corpo da Outra,2021,Filme,1080p,2,True,112,59
caindo-na-real,Caindo na Real,2024,Filme,1080p,1,True,110,57
caju-meu-amigo,"Caju, Meu Amigo",2026,Filme,1080p,1,True,111,58
calor-mortifero,Calor Mortífero,2024,Filme,1080p,4,True,111,58
caligula-o-corte-final,Calígula: O Corte Final,2024,Filme,1080p,2,True,119,66
cama-de-gato,Cama de Gato,2023,Filme,1080p,2,True,108,55
camila-saira-esta-noite,Camila Sairá Esta Noite,2022,Filme,1080p,1,True,119,66
caminhos-cruzados,Caminhos Cruzados,2024,Filme,1080p,1,True,113,60
caminhos-da-floresta,Caminhos da Floresta,2014,Filme,1080p,2,True,116,63
caminhos-da-memoria,Caminhos da Memória,2021,Filme,1080p,2,True,115,62
caminhos-de-sangue,Caminhos de Sangue,2024,Filme,1080p,3,True,114,61
campo-da-morte,Campo da Morte,2022,Filme,1080p,2,True,110,57
camponeses,Camponeses,2023,Filme,1080p,3,True,106,53
canina,Canina,2024,Filme,1080p,2,True,102,49
canario-negro,Canário Negro,2024,Filme,1080p,3,True,109,56
caos-e-destruicao,Caos e Destruição,2025,Filme,1080p,2,True,113,60
caos-os-crimes-de-manson,Caos: Os Crimes de Manson,2025,Filme,1080p,2,True,121,68
capitao-america-2-o-soldado-invernal,Capitão América 2: O Soldado Invernal,2014,Filme,1080p,3,True,133,80
capitao-america-admiravel-mundo-novo,Capitão América: Admirável Mundo Novo,2025,Filme,,3,True,116,80
capitao-america-guerra-civil,Capitão América: Guerra Civil,2016,Filme,1080p,3,True,125,72
capitao-america-o-primeiro-vingador,Capitão América: O Primeiro Vingador,2011,Filme,1080p,4,True,132,79
caramelo,Caramelo,2025,Filme,1080p,3,True,104,51
caranguejos-assassinos,Caranguejos Assassinos,2021,Filme,1080p,2,True,118,65
caras-malvados-no-pedaco-1a-temporada,Caras Malvados No Pedaço 1ª Temporada,2025,Série,1080p,0,True,133,80
carga-explosiva,Carga Explosiva,2002,Filme,1080p,4,True,111,58
carga-explosiva-2,Carga Explosiva 2,2005,Filme,1080p,3,True,113,60
carga-explosiva-3,Carga Explosiva 3,2008,Filme,1080p,3,True,113,60
carga-explosiva-4-o-legado,Carga Explosiva 4: O Legado,2015,Filme,1080p,3,True,123,70
carga-final,Carga Final,2025,Filme,1080p,2,True,107,54
carma-1a-temporada,Carma 1ª Temporada,2025,Série,1080p,0,True,114,61
carnage-for-christmas,Carnage for Christmas,2024,Filme,1080p,4,True,117,64
carniceiro,Carniceiro,2023,Filme,1080p,3,True,106,53
carros,Carros,2006,Filme,1080p,4,True,102,49
carros-2,Carros 2,2011,Filme,1080p,4,True,104,51
carros-3,Carros 3,2017,Filme,1080p,4,True,104,51
carros-na-estrada-1a-temporada,Carros na Estrada 1ª Temporada,2022,Série,1080p,0,True,126,73
careme-o-rebelde-da-culinaria-1a-temporada,Carême - O Rebelde da Culinária 1ª Temporada,2025,Série,1080p,0,True,140,87
casa-de-davi-1a-temporada,Casa de Davi 1ª Temporada,2025,Série,1080p,0,True,121,68
casa-de-davi-2a-temporada,Casa de Davi 2ª Temporada,2025,Série,1080p,0,True,121,68
casa-de-dinamite,Casa de Dinamite,2025,Filme,1080p,2,True,112,59
casa-de-gaa,Casa de Ga’a,2024,Filme,1080p,2,True,108,55
casal-improvavel,Casal Improvável,2019,Filme,1080p,2,True,112,59
casamento-letal-nos-eua,Casamento Letal nos EUA,2025,Filme,1080p,2,True,119,66
casamento-mortal,Casamento Mortal,2023,Filme,1080p,2,True,112,59
casamentos-cruzados,Casamentos Cruzados,2025,Filme,1080p,1,True,115,62
case-137,Case 137,2025,Filme,1080p,2,True,104,51
caso-39,Caso 39,2009,Filme,1080p,3,True,103,50
caso-eloa-refem-ao-vivo,Caso Eloá: Refém ao Vivo,2025,Filme,1080p,2,True,120,67
cassino-em-isquia,Cassino em Ísquia,2024,Filme,1080p,2,True,113,60
castigos-da-traicao,Castigos da Traição,2023,Filme,1080p,2,True,115,62
castlevania-1a-temporada,Castlevania 1ª Temporada,2017,Série,1080p,0,True,120,67
castlevania-2a-temporada,Castlevania 2ª Temporada,2018,Série,1080p,0,True,120,67
castlevania-3a-temporada,Castlevania 3ª Temporada,2020,Série,1080p,0,True,120,67
castlevania-4a-temporada,Castlevania 4ª Temporada,2021,Série,1080p,0,True,120,67
castlevania-noturno-1a-temporada,Castlevania: Noturno 1ª Temporada,2023,Série,1080p,0,True,129,76
castlevania-noturno-2a-temporada,Castlevania: Noturno 2ª Temporada,2025,Série,1080p,0,True,129,76
catalyst,Catalyst,2025,Filme,1080p,2,True,104,51
cat-s-eye-1a-temporada,Cat's Eye 1ª Temporada,2025,Série,1080p,0,True,118,65
cavalo-de-guerra,Cavalo de Guerra,2011,Filme,1080p,3,True,112,59
cazuza-boas-novas,Cazuza: Boas Novas,2025,Filme,1080p,1,True,114,61
caca-implacavel,Caça Implacável,2022,Filme,1080p,2,True,111,58
caca-as-bruxas,Caça às Bruxas,2011,Filme,1080p,3,True,110,57
cacada-fantasma,Caçada Fantasma,2023,Filme,1080p,3,True,111,58
cacada-final,Caçada Final,2024,Filme,1080p,2,True,108,55
cacada-sangrenta,Caçada Sangrenta,2024,Filme,1080p,3,True,112,59
cacador-de-demonios-1a-temporada,Caçador de Demônios 1ª Temporada,2025,Série,1080p,0,True,128,75
cacador-de-tormentas,Caçador de Tormentas,2023,Filme,1080p,3,True,116,63
cacadores,Caçadores,2022,Filme,1080p,2,True,105,52
cacadores-do-fim-do-mundo,Caçadores Do Fim Do Mundo,2025,Filme,1080p,3,True,121,68
cacadores-da-fronteira,Caçadores da Fronteira,2025,Filme,1080p,2,True,118,65
cacadores-de-aventuras,Caçadores de Aventuras,2023,Filme,1080p,1,True,118,65
cacadores-de-emocao-alem-do-limite,Caçadores de Emoção: Além do Limite,2015,Filme,1080p,4,True,131,78
cacando-assassinos-justica-feita,Caçando Assassinos: Justiça Feita,2022,Filme,1080p,2,True,129,76
cacando-assassinos-o-homem-sem-rosto,Caçando Assassinos: O Homem Sem Rosto,2023,Filme,1080p,2,True,133,80
cela-211,Cela 211,2009,Filme,1080p,3,True,104,51
celebracao-macabra,Celebração Macabra,2024,Filme,1080p,3,True,114,61
cells-at-work,Cells at Work!,2024,Filme,1080p,2,True,110,57
cemiterio,Cemitério,2024,Filme,1080p,1,True,105,52
censor,Censor,2021,Filme,1080p,2,True,102,49
centurion-o-cavalo-dancante,Centurion: O Cavalo Dançante,2023,Filme,1080p,1,True,124,71
cerco-ao-terror-ataque-ao-templo,Cerco ao Terror: Ataque ao Templo,2021,Filme,1080p,2,True,129,76
chacina-de-sangue,Chacina de Sangue,2024,Filme,1080p,3,True,113,60
